neo_id,name,absolute_magnitude,estimated_diameter_min,estimated_diameter_max,rel_velocity,miss_distance,is_hazardous,year
2001221,"1221 Amor (1932 EA1)",17.38,0.8882904164,1.9862777548,36595.9420042886,15749208.6918392,False,1932
2001566,"1566 Icarus (1949 MA)",16.57,1.2898968334,2.8842970035,105743.676908871,6355247.12658697,True,1949
2001580,"1580 Betulia (1950 KA)",14.69,3.0658787593,6.8555133165,102643.034546627,19418198.7037334,False,1950
2001620,"1620 Geographos (1951 RA)",15.27,2.3472263753,5.2485577338,51121.326583532,4982316.74372404,True,1951
2001627,"1627 Ivar (1929 SH)",12.84,7.1871213318,16.0708918604,39067.952192845,22466552.7205087,False,1929
2001685,"1685 Toro (1948 OA)",14.28,3.7030107822,8.2801838305,68226.8174922954,18497395.7194034,False,1948
2001862,"1862 Apollo (1932 HA)",16.08,1.6164228334,3.6144313359,69985.4154393204,4228755.86041248,True,1932
2001863,"1863 Antinous (1948 EA)",15.45,2.160503512,4.8310327184,61110.5127663705,26063217.5029018,False,1948
2001864,"1864 Daedalus (1971 FA)",14.86,2.8350124902,6.3392806452,80928.5508403562,39531104.9179427,False,1971
2001865,"1865 Cerberus (1971 UA)",16.79,1.1656145947,2.6063934693,62418.3750561096,24393091.1445259,False,1971
2001866,"1866 Sisyphus (1972 XA)",12.52,8.3282734552,18.6225855811,89259.799972121,15391188.3317142,False,1972
2001915,"1915 Quetzalcoatl (1953 EA)",18.38,0.5604733623,1.2532565376,52612.7727906392,7973473.12192912,False,1953
2001916,"1916 Boreas (1953 RA)",14.95,2.7199127735,6.0819098544,25132.381897907,47118903.1670965,False,1953
2001917,"1917 Cuyo (1968 AA)",14.41,3.4878273316,7.7990190072,59964.9344560723,16872244.1654685,False,1968
2001943,"1943 Anteros (1973 EC)",15.7,1.9255507819,4.3056624424,29533.1215806208,9794261.69427073,False,1973
2001980,"1980 Tezcatlipoca (1950 LA)",13.85,4.5139316282,10.0934579665,51382.4818760474,40416162.418743,False,1950
2001981,"1981 Midas (1973 EA)",15.28,2.3364418497,5.2244428015,108209.634499615,4456710.52163511,True,1973
2002059,"2059 Baboquivari (1963 UA)",15.98,1.6926024946,3.7847742368,26580.0698396971,37477786.6823181,False,1963
2002061,"2061 Anza (1960 UA)",16.7,1.214940408,2.7166893409,38695.788545421,9485855.84172589,False,1960
2002062,"2062 Aten (1976 AA)",17.11,1.0059003902,2.249261651,45894.6805024531,17040867.6980979,False,1976
2002063,"2063 Bacchus (1977 HB)",17.21,0.9606274149,2.1480282008,41924.8796976277,10135632.5893737,False,1977
2002100,"2100 Ra-Shalom (1978 RA)",16.23,1.5085335612,3.3731835891,57062.8777650803,22352022.2667329,False,1978
2002101,"2101 Adonis (1936 CA)",18.72,0.4792421155,1.071617948,91240.8544073644,2217473.30979663,True,1936
2002102,"2102 Tantalus (1975 YA)",16.0,1.6770846216,3.750075218,116395.692026171,7004405.78071528,True,1975
2002135,"2135 Aristaeus (1977 HA)",18.05,0.6524616298,1.4589485569,68247.540138699,4810865.09328189,True,1977
2002201,"2201 Oljato (1947 XC)",15.36,2.2519304668,5.0354696043,70466.9533039062,14880111.458674,True,1947
2002202,"2202 Pele (1972 RA)",17.15,0.9875406389,2.2082079992,37899.7590162377,22477111.2783342,False,1972
2002212,"2212 Hephaistos (1978 SB)",13.51,5.2790402903,11.8042929452,114448.291153367,26618829.602002,False,1978
2002329,"2329 Orthos (1976 WA)",14.57,3.2400743539,7.2450265076,78553.3176426954,23663149.1170051,False,1976
2002340,"2340 Hathor (1976 UA)",20.43,0.2180494405,0.4875733714,56558.7773084893,1159727.567601,True,1976
2002368,"2368 Beltrovata (1977 RA)",15.15,2.4805899315,5.5467677112,9584.90857547625,35688746.2486611,False,1977
2002608,"2608 Seneca (1978 DA)",17.48,0.8483107619,1.8968805296,72186.6314192587,13469746.213455,False,1978
2003102,"3102 Krok (1981 QA)",16.17,1.5507970872,3.4676877062,26964.851164673,29746627.3582038,False,1981
2003103,"3103 Eger (1982 BB)",15.32,2.29379698,5.1290859738,59253.9493366235,17216660.2000143,False,1982
2003122,"3122 Florence (1981 ET3)",14.1,4.0230457983,8.9958038817,57570.9286773106,7066521.17998563,True,1981
2003199,"3199 Nefertiti (1982 RA)",15.03,2.6215308728,5.8619212367,64530.40357682,32988845.9428623,False,1982
2003200,"3200 Phaethon (1983 TB)",14.4,3.5039264111,7.8350176433,124513.067298418,5745401.26679638,True,1983
2003271,"3271 Ul (1982 RB)",16.58,1.2839702958,2.8710448625,49231.5469435668,42414215.5809211,False,1982
2003288,"3288 Seleucus (1982 DV)",15.35,2.2623249055,5.058712276,39431.1013740817,20895360.0112586,False,1982
2003352,"3352 McAuliffe (1981 CW)",15.97,1.7004151927,3.8022439609,9280.85725152517,30554867.5944214,False,1981
2003360,"3360 Syrinx (1981 VA)",16.04,1.6464743776,3.6816286314,88097.3542470317,22051747.6717738,False,1981
2003361,"3361 Orpheus (1982 HR)",19.56,0.3255029858,0.727846803,29093.6746023548,4704308.07133895,True,1982
2003362,"3362 Khufu (1984 QA)",18.52,0.5254785303,1.1750057146,57624.0084088973,2539127.72922612,True,1984
2003551,"3551 Verenia (1983 RD)",16.71,1.2093582639,2.7042072872,42549.9267930883,12754490.5977865,False,1983
2003552,"3552 Don Quixote (1983 SA)",13.05,6.5246162979,14.5894855692,64062.3708635413,44882511.7106596,False,1983
2003553,"3553 Mera (1985 JA)",16.43,1.3757989593,3.0763799964,69120.1319336785,44019636.3426664,False,1985
2003554,"3554 Amun (1986 EB)",15.91,1.7480545317,3.9087687612,53560.3844899821,37509429.2797054,False,1986
2003671,"3671 Dionysus (1984 KD)",16.5,1.332155667,2.978790628,48124.4609572348,4557609.07894424,True,1984
2003691,"3691 Bede (1982 FT)",14.95,2.7199127735,6.0819098544,38310.4566077365,52427394.9684444,False,1982
2003752,"3752 Camillo (1985 PA)",15.19,2.4353140627,5.4455277909,109131.123072831,11988004.099472,False,1985
2003753,"3753 Cruithne (1986 TO)",15.47,2.1406958967,4.7867415442,63862.002325485,16363871.7975211,False,1986
2003757,"3757 Anagolay (1982 XB)",19.04,0.4135756649,0.9247833005,42692.4760057221,5643925.66562331,True,1982
2003838,"3838 Epona (1986 WA)",15.69,1.9344387205,4.3255364773,97746.9870056335,29513315.1933422,False,1986
2003908,"3908 Nyx (1980 PA)",17.45,0.8601119401,1.9232687664,46591.4468089792,9168447.42872103,False,1980
2003988,"3988 Huma (1986 LA)",17.94,0.6863647587,1.5347582577,33958.4779676437,26324575.7827581,False,1986
2004015,"4015 Wilson-Harrington (1979 VA)",16.19,1.536579294,3.4358957542,63349.8506979215,7860398.62942304,True,1979
2004034,"4034 Vishnu (1986 PA)",18.52,0.5254785303,1.1750057146,56938.5093080698,21620139.0422911,True,1986
2004055,"4055 Magellan (1985 DO2)",14.94,2.7324673204,6.1099826748,48064.7403083104,35818854.32864,False,1985
2004179,"4179 Toutatis (1989 AC)",15.31,2.3043846658,5.152760759,55199.8644751073,3612851.28688689,True,1989
2004183,"4183 Cuno (1959 LM)",14.17,3.8954261613,8.7104376979,62756.1363338306,18224810.2839613,True,1959
2004197,"4197 Morpheus (1982 TA)",15.03,2.6215308728,5.8619212367,84557.5242796431,12649438.1115417,False,1982
2004257,"4257 Ubasti (1987 QA)",15.96,1.7082639526,3.8197943216,86857.4049228511,25525770.9833971,False,1987
2004341,"4341 Poseidon (1987 KF)",16.08,1.6164228334,3.6144313359,77412.4059903237,30008827.4402343,False,1987
2004401,"4401 Aditi (1985 TB)",16.12,1.5869197917,3.5484605292,56655.5329828945,50400243.1655377,False,1985
2004450,"4450 Pan (1987 SY)",17.28,0.930154254,2.0798881414,69054.7840942039,6177254.60847482,True,1987
2004486,"4486 Mithra (1987 SB)",15.61,2.0070351411,4.4878670088,66499.0577590985,10707455.7718976,True,1987
2004487,"4487 Pocahontas (1987 UA)",17.49,0.844413128,1.8881651553,32465.0027289155,33173881.1247799,False,1987
2004503,"4503 Cleobulus (1989 WM)",15.82,1.8220277059,4.0741778073,5865.4040178707,50066021.6872801,False,1989
2004544,"4544 Xanthus (1989 FB)",17.38,0.8882904164,1.9862777548,41200.59996991,25929800.3778776,False,1989
2004581,"4581 Asclepius (1989 FC)",20.74,0.1890405519,0.4227075246,42785.1680059882,684007.612582895,True,1989
2004596,"4596 (1981 QB)",16.46,1.3569222899,3.0341704805,72097.3348397837,45814105.8924627,False,1981
2004660,"4660 Nereus (1982 DB)",18.75,0.4726666672,1.0569147985,48498.5155452924,3934241.41175945,True,1982
2004688,"4688 (1980 WF)",19.6,0.3195618867,0.7145621017,35018.6509136562,17254312.6225527,False,1980
2004769,"4769 Castalia (1989 PB)",17.5,0.8405334021,1.8794898244,56742.8017387528,4029846.83739309,True,1989
2004947,"4947 Ninkasi (1988 TJ1)",18.08,0.6435095206,1.4389310323,27292.5211015083,22479184.9591288,False,1988
2004953,"4953 (1990 MU)",14.94,2.7324673204,6.1099826748,87698.454466928,8081918.66738294,True,1990
2004954,"4954 Eric (1990 SQ)",12.54,8.2519193852,18.4518526903,42907.5609928877,49960797.4626806,False,1990
2004957,"4957 Brucemurray (1990 XJ)",15.11,2.5267075415,5.6498898221,63382.7537617952,64147534.0586241,False,1990
2005131,"5131 (1990 BG)",14.83,2.8744514425,6.4274688236,93547.2910702574,41474731.3381781,False,1990
2005143,"5143 Heracles (1991 VL)",14.06,4.0978398039,9.1630483625,93317.5123691247,14938088.2627903,False,1991
2005189,"5189 (1990 UQ)",17.84,0.7187121332,1.607089186,58467.2238571021,7740303.94271168,True,1990
2005324,"5324 Lyapunov (1987 SL)",15.34,2.2727673228,5.0820622309,52511.5956756882,27428045.8745626,False,1987
2005332,"5332 Davidaguilar (1990 DA)",15.04,2.6094860325,5.8349881551,49125.754616037,45932739.9055714,False,1990
2005370,"5370 Taranis (1986 RA)",15.23,2.3908645717,5.3461357073,44217.0105461033,34868915.019878,False,1986
2005381,"5381 Sekhmet (1991 JY)",16.75,1.1872849879,2.6548499417,98931.456253078,16874208.220944,False,1991
2005496,"5496 (1973 NA)",16.15,1.5651464359,3.4997738255,133745.477011107,11447613.613564,False,1973
2005587,"5587 (1990 SB)",13.89,4.431543091,9.9092315966,46107.4331745139,45835558.2120609,False,1990
2005590,"5590 (1990 VA)",19.91,0.2770479727,0.6194981001,44913.8459683549,18432784.0253557,False,1990
2005604,"5604 (1992 FE)",17.38,0.8882904164,1.9862777548,50951.790014688,5025975.95457674,True,1992
2005620,"5620 Jasonwheeler (1990 OA)",17.12,1.0012786977,2.2389272325,17539.4751725837,35868608.545671,False,1990
2005626,"5626 Melissabrucker (1991 FE)",14.34,3.602093458,8.0545258335,7336.90703424943,67172111.2292983,False,1991
2005645,"5645 (1990 SP)",17.23,0.9518203298,2.1283349598,49185.1361433764,12084434.0038466,False,1990
2005646,"5646 (1990 TR)",15.51,2.1016237932,4.6993736648,19580.7540568326,32895009.7962774,False,1990
2005653,"5653 Camarillo (1992 WD5)",16.22,1.5154966357,3.3887534971,8828.46734477118,42745595.4027587,False,1992
2005660,"5660 (1974 MA)",15.5,2.1113244479,4.7210649881,115499.611833242,24728370.2498048,False,1974
2005693,"5693 (1993 EA)",16.79,1.1656145947,2.6063934693,69485.196012184,10256209.923693,True,1993
2005731,"5731 Zeus (1988 VP4)",15.46,2.1505769,4.8088361393,74701.2304738425,14788965.2313895,False,1988
2005751,"5751 Zao (1992 AC)",14.96,2.7074159094,6.0539660169,34689.8074505895,35606435.8849301,False,1992
2005786,"5786 Talos (1991 RC)",17.19,0.9695159909,2.167903661,101092.970323365,37098212.2910031,False,1991
2005797,"5797 Bivoj (1980 AA)",18.88,0.4451998164,0.9954970531,33764.4356723032,10684423.997988,False,1980
2005828,"5828 (1991 AM)",15.98,1.6926024946,3.7847742368,94483.1259171804,58730741.1784855,False,1991
2005836,"5836 (1993 MF)",15.0,2.658,5.9434686842,47222.5790497254,33447566.2691241,False,1993
2005863,"5863 Tara (1983 RB)",15.84,1.8053232555,4.0368255207,46275.2607181648,35529284.7627809,False,1983
2005869,"5869 Tanith (1988 VN4)",17.22,0.9562137328,2.1381589077,34260.6514619312,46780560.5667162,False,1988
2005879,"5879 Almeria (1992 CH1)",17.62,0.7953439404,1.7784431163,47220.5022562311,25060226.9447726,False,1992
2006037,"6037 (1988 EG)",18.87,0.4472547654,1.0000920588,54845.3138359484,5998974.6978946,True,1988
2006047,"6047 (1991 TB1)",17.84,0.7187121332,1.607089186,53281.6677086238,21104289.0098519,False,1991
2006050,"6050 Miwablock (1992 AE)",15.01,2.6457875993,5.9161609261,7383.02373661978,41693448.136451,False,1992
2006053,"6053 (1993 BW3)",15.1,2.5383702936,5.6759685287,52785.166707871,32023143.5065384,False,1993
2006063,"6063 Jason (1984 KB)",16.02,1.6617090174,3.7156943217,87156.8652634291,9857087.33934848,False,1984
2006178,"6178 (1986 DA)",15.75,1.8817198949,4.2076535996,32501.72929585,30705710.387976,False,1986
2006239,"6239 Minos (1989 QF)",18.61,0.5041444339,1.1273012246,46965.3949662627,6398327.49840129,True,1989
2006455,"6455 (1992 HE)",14.1,4.0230457983,8.9958038817,83953.5674362918,48172979.8868923,False,1992
2006456,"6456 Golombek (1992 OM)",16.07,1.6238839022,3.6311147929,16385.3623069822,47476770.5035603,False,1992
2006489,"6489 Golevka (1991 JX)",19.22,0.3806755436,0.8512163929,47178.0060903826,4964342.06597056,True,1991
2006491,"6491 (1991 OA)",18.72,0.4792421155,1.071617948,34705.3835379787,8600668.38525594,True,1991
2006569,"6569 Ondaatje (1993 MO)",16.65,1.2432400055,2.7799691647,43030.7932189366,38249143.7731242,False,1993
2006611,"6611 (1993 VW)",16.9,1.1080388213,2.4776501261,54385.7383482639,11479953.5165429,False,1993
2007025,"7025 (1993 QA)",18.08,0.6435095206,1.4389310323,37720.8601664933,10280849.1267158,False,1993
2007088,"7088 Ishtar (1992 AA)",16.84,1.1390819672,2.5470647106,15412.5417518312,38186207.3807433,False,1992
2007092,"7092 Cadmus (1992 LC)",15.12,2.5150983749,5.6239309364,92653.6650364482,19256884.3883941,False,1992
2007236,"7236 (1987 PA)",18.32,0.5761757511,1.2883681464,37476.7592728396,39642494.0109258,False,1987
2007335,"7335 (1989 JA)",17.7,0.7665755735,1.7141150923,60129.0182332719,4024657.60143832,True,1989
2007336,"7336 Saunders (1989 RS1)",18.91,0.439091446,0.9818383215,21722.2751512223,28808539.7611751,False,1989
2007341,"7341 (1991 VK)",16.96,1.0778416872,2.4101272816,42047.2714484949,9570840.05794612,True,1991
2007350,"7350 (1993 VA)",17.18,0.9739910734,2.1779102496,45029.4156409933,17356839.2684408,False,1993
2007358,"7358 Oze (1995 YA3)",14.74,2.9960908385,6.6994627817,42787.9450003286,18502379.4228446,False,1995
2007474,"7474 (1992 TC)",18.11,0.634680239,1.4191881584,13690.7949576056,25251199.6511906,False,1992
2007480,"7480 Norwan (1994 PC)",17.24,0.9474471126,2.118556149,27925.4461535201,23907569.8811405,False,1994
2007482,"7482 (1994 PC1)",16.66,1.2375278366,2.7671963667,68322.3110338928,1125079.8930805,True,1994
2007753,"7753 (1988 XB)",18.02,0.6615382752,1.4792445531,39470.4590942535,2333882.38370437,True,1988
2007822,"7822 (1991 CS)",17.34,0.9048049682,2.0232054153,72820.6332269324,3957890.86031457,True,1991
2007839,"7839 (1994 ND)",17.83,0.7220295577,1.6145071727,69898.7918497466,22810102.4337893,False,1994
2007888,"7888 (1993 UC)",15.19,2.4353140627,5.4455277909,78693.9866592483,18846579.8419803,False,1993
2007889,"7889 (1994 LX)",15.32,2.29379698,5.1290859738,85619.6367975595,34615534.3456353,False,1994
2007977,"7977 (1977 QQ5)",15.19,2.4353140627,5.4455277909,51727.4703182568,53295921.4857356,False,1977
2008013,"8013 Gordonmoore (1990 KA)",17.09,1.0152078719,2.2700738128,15782.4657729353,37085057.3275057,False,1990
2008014,"8014 (1990 MF)",18.88,0.4451998164,0.9954970531,53413.9053349182,2951682.97559413,True,1990
2008034,"8034 Akka (1992 LR)",18.01,0.6645917971,1.4860724357,40094.2570927961,12112845.4817191,False,1992
2008035,"8035 (1992 TB)",17.12,1.0012786977,2.2389272325,76644.6137455615,40898902.9718806,False,1992
2008037,"8037 (1993 HO1)",16.63,1.2547435637,2.8056919027,9940.2936450366,73577537.9394998,False,1993
2008176,"8176 (1991 WA)",17.02,1.0484675089,2.3444446221,109639.648486307,29777572.2909646,False,1991
2008201,"8201 (1994 AH2)",15.95,1.7161489408,3.8374256911,74268.4608639304,22733269.2370335,False,1994
2008507,"8507 (1991 CB1)",17.21,0.9606274149,2.1480282008,73855.351167736,33280468.5898893,False,1991
2008566,"8566 (1996 EN)",16.48,1.3444819516,3.0063530383,83286.2420714836,3837114.86002387,True,1996
2008567,"8567 (1996 HW1)",15.36,2.2519304668,5.0354696043,33941.1886285543,18277980.9273887,False,1996
2008709,"8709 Kadlu (1994 JF1)",17.07,1.0246014747,2.2910785472,10014.8006724476,45650408.6775316,False,1994
2009058,"9058 (1992 JB)",17.93,0.6895328745,1.54184238,49591.9207571594,13949638.7073838,False,1992
2009162,"9162 Kwiila (1987 OA)",18.02,0.6615382752,1.4792445531,68290.290907334,12882360.289716,False,1987
2009172,"9172 Abhramu (1989 OB)",16.64,1.2489785407,2.7928009194,25636.9869368755,37355325.5667404,False,1989
2009202,"9202 (1993 PB)",16.12,1.5869197917,3.5484605292,108169.241335676,56037833.8550394,False,1993
2009400,"9400 (1994 TW1)",14.84,2.8612445378,6.3979372868,91267.3007699492,52574422.1187267,False,1994
2009856,"9856 (1991 EE)",17.11,1.0059003902,2.249261651,66136.5936387488,8163105.16215577,True,1991
2009950,"9950 ESA (1990 VB)",16.21,1.5224918504,3.4043952726,33857.9311318361,58856386.8587208,False,1990
2010115,"10115 (1992 SK)",17.12,1.0012786977,2.2389272325,49705.1493419853,7111118.35452345,True,1992
2010145,"10145 (1994 CK1)",17.01,1.0533070151,2.3552660868,67799.1128197929,11932998.6980083,False,1994
2010150,"10150 (1994 PN)",15.47,2.1406958967,4.7867415442,106606.296368835,57880544.3795726,False,1994
2010165,"10165 (1995 BL2)",17.36,0.8965096664,2.0046565566,71148.5202293832,56059350.0828477,False,1995
2010302,"10302 (1989 ML)",19.45,0.3424167308,0.7656670868,18528.9739761389,12234545.1740581,False,1989
2010563,"10563 Izhdubar (1993 WD)",16.94,1.0878148336,2.4324279148,122353.946453835,21797229.6946842,False,1993
2010636,"10636 (1998 QK56)",17.7,0.7665755735,1.7141150923,54354.1165942241,18147215.2750123,False,1998
2010860,"10860 (1995 LE)",17.32,0.9131770255,2.0419259045,43929.4180647558,18099504.5648856,False,1995
2011054,"11054 (1991 FA)",17.07,1.0246014747,2.2910785472,32225.8933520469,20153895.2227608,False,1991
2011066,"11066 Sigurd (1992 CC1)",15.23,2.3908645717,5.3461357073,86533.8268745756,18343926.3014072,False,1992
2011284,"11284 Belenus (1990 BA)",18.26,0.5923180627,1.3244634524,6878.0074748617,26412270.2187097,False,1990
2011311,"11311 Peleus (1993 XN2)",15.87,1.7805532918,3.9814381981,71918.0314411921,19119181.6883087,False,1993
2011398,"11398 (1998 YP11)",16.41,1.3885290704,3.1048453901,40383.9641242431,29870183.1412355,False,1998
2011405,"11405 (1999 CV3)",15.27,2.3472263753,5.2485577338,64825.5282561082,18938704.5440531,False,1999
2011500,"11500 Tomaiyowit (1989 UR)",18.37,0.5630603897,1.2590413069,43652.6930746169,5295025.21052753,True,1989
2011885,"11885 Summanus (1990 SS)",18.52,0.5254785303,1.1750057146,62419.6360967775,15268302.0589899,False,1990
2012538,"12538 (1998 OH)",15.97,1.7004151927,3.8022439609,61966.4724294649,5566814.00739226,True,1998
2012711,"12711 Tukmit (1991 BB)",16.04,1.6464743776,3.6816286314,77939.0434119453,17156397.1514898,False,1991
2012923,"12923 Zephyr (1999 GK4)",15.82,1.8220277059,4.0741778073,63515.8629939431,32520054.7478314,True,1999
2013553,"13553 Masaakikoyama (1992 JE)",16.54,1.3078410858,2.9244215717,27888.0473003909,29910655.9623365,False,1992
2013651,"13651 (1997 BR)",17.89,0.7023522477,1.57050737,45976.1927053765,2241492.84852234,True,1997
2014402,"14402 (1991 DB)",18.77,0.4683332331,1.0472249454,37704.5660348996,16017531.8146888,False,1991
2014827,"14827 Hypnos (1986 JK)",18.75,0.4726666672,1.0569147985,67438.3670962063,4036720.2760879,True,1986
2015745,"15745 Yuliya (1991 PM5)",17.41,0.876102615,1.9590250023,23290.4805176729,45657095.7621597,False,1991
2015817,"15817 Lucianotesi (1994 QC)",18.47,0.5377184977,1.2023751136,26779.3395345801,37866511.4068692,False,1994
2016064,"16064 Davidharvey (1999 RH27)",16.86,1.128638801,2.523713081,16224.366353196,45780994.6927856,False,1999
2016636,"16636 (1993 QP)",18.78,0.4661814374,1.0424133839,17780.077416743,37132341.89314,False,1993
2016657,"16657 (1993 UB)",16.69,1.2205483181,2.7292290091,50273.8742378725,38673698.9976745,False,1993
2016816,"16816 (1997 UF9)",16.26,1.4878357048,3.3269017752,80707.5698974142,56536147.7708409,False,1997
2016834,"16834 (1997 WU22)",15.8,1.8388867207,4.1118757104,60464.9525618269,28767354.4652583,False,1997
2016912,"16912 Rhiannon (1998 EP8)",17.91,0.6959130436,1.5561088719,45686.3933225729,48105080.1962197,False,1998
2016960,"16960 (1998 QS52)",14.42,3.4718022207,7.7631857698,113002.259791804,6251756.62162244,True,1998
2017181,"17181 (1999 UM3)",16.78,1.1709948272,2.6184240349,71194.4599445522,16555317.2930474,False,1999
2017182,"17182 (1999 VU)",17.14,0.9920989194,2.2184006242,65231.5640734528,22655962.1142255,False,1999
2017188,"17188 (1999 WC2)",16.4,1.3949382293,3.1191767052,71131.593925111,10772242.0017802,False,1999
2017274,"17274 (2000 LC16)",16.87,1.1234531767,2.5121176727,19039.7956140692,29070549.7641519,False,2000
2017511,"17511 (1992 QN)",17.32,0.9131770255,2.0419259045,43305.1453642285,22410580.5278504,False,1992
2018106,"18106 Blume (2000 NX3)",17.78,0.7388477866,1.6521138758,16068.6190690777,34188139.2149601,False,2000
2018109,"18109 (2000 NG11)",17.19,0.9695159909,2.167903661,5096.91800858612,28596210.9265893,False,2000
2018172,"18172 (2000 QL7)",15.69,1.9344387205,4.3255364773,28244.3897609017,54963241.7171857,False,2000
2018736,"18736 (1998 NU)",15.99,1.6848256925,3.7673847787,10561.5986222299,32611408.9909541,False,1998
2018882,"18882 (1999 YN4)",16.15,1.5651464359,3.4997738255,66529.0873856438,65805846.2692919,False,1999
2019356,"19356 (1997 GH3)",17.01,1.0533070151,2.3552660868,55576.6135414437,30795162.1800261,False,1997
2019764,"19764 (2000 NF5)",16.11,1.5942446807,3.5648394788,4001.46789998055,68760203.396571,False,2000
2020086,"20086 (1994 LW)",16.68,1.2261821132,2.7418265579,50144.284455069,56499534.2456705,False,1994
2020236,"20236 (1998 BZ7)",17.7,0.7665755735,1.7141150923,59303.4638440737,11929748.2055694,True,1998
2020255,"20255 (1998 FX2)",18.45,0.5426939457,1.2135005535,51076.9155169552,22997190.5771964,False,1998
2020425,"20425 (1998 VD35)",20.51,0.2101623793,0.4699373665,56752.9751971458,12430571.8350771,True,1998
2020429,"20429 (1998 YN1)",17.73,0.7560577624,1.6905965516,49331.8714849028,18394827.9191412,False,1998
2020460,"20460 Robwhiteley (1999 LO28)",15.42,2.1905591097,4.898239078,84080.182675675,72215216.6635825,False,1999
2020790,"20790 (2000 SE45)",16.64,1.2489785407,2.7928009194,25413.1018244909,30463634.6452517,False,2000
2020826,"20826 (2000 UV13)",13.89,4.431543091,9.9092315966,88556.2982518472,19646619.6166375,False,2000
2021088,"21088 Chelyabinsk (1992 BL2)",14.42,3.4718022207,7.7631857698,70266.8570600326,46630925.1177312,False,1992
2021374,"21374 (1997 WS22)",17.45,0.8601119401,1.9232687664,46402.5971089588,16527086.2152463,False,1997
2022099,"22099 (2000 EX106)",18.09,0.6405528629,1.4323197447,37675.3503802315,25247340.9835709,False,2000
2022753,"22753 (1998 WT)",17.69,0.7701139256,1.7220270881,67323.0848076137,7597058.73130144,True,1998
2022771,"22771 (1999 CU3)",16.96,1.0778416872,2.4101272816,61380.8083607525,12317230.6245286,False,1999
2023183,"23183 (2000 OY21)",16.07,1.6238839022,3.6311147929,82165.3401474386,39372950.8127278,False,2000
2023187,"23187 (2000 PN9)",16.06,1.6313794097,3.6478752572,106670.010678785,17489494.7159099,True,2000
2023548,"23548 (1994 EF2)",17.13,0.99667824,2.2286402963,56086.2947401746,35826158.7438385,False,1994
2023606,"23606 (1996 AS1)",18.39,0.5578982211,1.2474983468,41676.7823128137,15295543.4122429,False,1996
2023714,"23714 (1998 EC3)",16.85,1.133848361,2.5353620113,49582.6071844647,17582396.9828315,False,1998
2024443,"24443 (2000 OG)",16.42,1.3821493588,3.0905799213,110919.869252274,26991346.9531564,False,2000
2024445,"24445 (2000 PM8)",14.7,3.0517923259,6.824015094,66845.1543049833,38724910.4924365,False,2000
2024475,"24475 (2000 VN2)",16.4,1.3949382293,3.1191767052,39035.8299547917,22308627.2457186,False,2000
2024761,"24761 Ahau (1993 BW2)",17.37,0.8923905787,1.9954459964,53161.8888551535,15944537.0000815,False,1993
2025143,"25143 Itokawa (1998 SF36)",19.26,0.3737274319,0.8356799428,37850.5567508199,4866304.85216114,True,1998
2025330,"25330 (1999 KV4)",16.74,1.1927652464,2.6671041722,40034.9917433833,27142646.8430027,False,1999
2025916,"25916 (2001 CP44)",13.78,4.6618143739,10.4241338385,35143.3787631261,38659408.9902581,False,2001
2026166,"26166 (1995 QN3)",16.82,1.1496217629,2.5706324102,45971.9096730929,39326649.2397375,False,1995
2026310,"26310 (1998 TX6)",19.28,0.3703010782,0.828018383,29162.1825215157,25779103.1729702,False,1998
2026379,"26379 (1999 HZ1)",18.2,0.6089126221,1.3615700154,66838.4307460017,20049087.8227065,False,1999
2026663,"26663 (2000 XK47)",18.19,0.6117232351,1.367854737,56154.6527583711,15030119.3315563,True,2000
2026760,"26760 (2001 KP41)",15.5,2.1113244479,4.7210649881,26786.4634398953,66587508.2747349,False,2001
2026817,"26817 (1987 QB)",19.49,0.3361669212,0.7516920875,31991.9114113647,19181545.225566,False,1987
2027002,"27002 (1998 DV9)",18.31,0.5788352575,1.2943149835,48722.0285241043,677143.179679862,True,1998
2027031,"27031 (1998 RO4)",17.88,0.7055941584,1.5777565026,10834.4387998381,34814555.507218,False,1998
2027346,"27346 (2000 DN8)",15.89,1.7642290811,3.9449361533,70836.92332178,66562725.8317515,False,2000
2029075,"29075 (1950 DA)",17.29,0.9258805834,2.0703319235,61421.2970379817,8869136.78259709,True,1950
2030825,"30825 (1990 TG1)",14.75,2.9823250515,6.6686815462,67345.6267566459,26553095.2806585,False,1990
2030997,"30997 (1995 UO5)",17.3,0.9216265485,2.0608196123,102601.900276058,60576560.5412344,False,1995
2031210,"31210 (1998 BX7)",16.4,1.3949382293,3.1191767052,7353.75648738285,52427844.7194808,False,1998
2031221,"31221 (1998 BP26)",17.3,0.9216265485,2.0608196123,38059.5693816594,44187450.2516233,False,1998
2031345,"31345 (1998 PG)",17.62,0.7953439404,1.7784431163,11785.5475950984,35656282.4188066,False,1998
2031346,"31346 (1998 PB1)",17.18,0.9739910734,2.1779102496,37809.8189786829,35250659.2983778,False,1998
2031662,"31662 (1999 HP11)",19.54,0.3285148278,0.7345814866,66355.9075249196,37885411.0781724,False,1999
2031669,"31669 (1999 JT6)",16.09,1.6089960451,3.5978245324,64088.922621215,5062210.57826199,True,1999
2032906,"32906 (1994 RH)",16.04,1.6464743776,3.6816286314,20176.5916914434,68157013.5200114,False,1994
2033342,"33342 (1998 WT24)",18.02,0.6615382752,1.4792445531,54036.7874611316,1354281.88638341,True,1998
